bond,angle,spline
0.9150753768844221,114.42211055276383,-200.25680255111075
0.9150753768844221,114.87437185929649,-200.26233917933115
0.9150753768844221,115.32663316582915,-200.26785961552983
0.9150753768844221,115.77889447236181,-200.27334999547207
0.9150753768844221,116.23115577889448,-200.27879645492345
0.9150753768844221,116.68341708542714,-200.28418512964925
0.9150753768844221,117.1356783919598,-200.28950215541514
0.9150753768844221,117.58793969849246,-200.29473366798638
0.9150753768844221,118.04020100502512,-200.29986580312845
0.9150753768844221,118.49246231155779,-200.30488469660688
0.9150753768844221,118.94472361809045,-200.30977648418704
0.9150753768844221,119.39698492462311,-200.31452730163437
0.9150753768844221,119.84924623115577,-200.31912328471435
0.9150753768844221,120.30150753768845,-200.32355155544676
0.9150753768844221,120.7537688442211,-200.32781070105852
0.9150753768844221,121.20603015075378,-200.33190670568416
0.9150753768844221,121.65829145728644,-200.3358456767403
0.9150753768844221,122.1105527638191,-200.33963372164317
0.9150753768844221,122.56281407035176,-200.34327694780936
0.9150753768844221,123.01507537688443,-200.34678146265517
0.9150753768844221,123.46733668341709,-200.3501533735971
0.9150753768844221,123.91959798994975,-200.35339878805163
0.9150753768844221,124.37185929648241,-200.35652381343505
0.9150753768844221,124.82412060301507,-200.35953455716398
0.9150753768844221,125.27638190954774,-200.36243712665478
0.9150753768844221,125.7286432160804,-200.36523762932387
0.9150753768844221,126.18090452261308,-200.3679421725876
0.9150753768844221,126.63316582914572,-200.37055686386256
0.9150753768844221,127.0854271356784,-200.3730878105651
0.9150753768844221,127.53768844221105,-200.3755411201116
0.9150753768844221,127.98994974874373,-200.37792289991856
0.9150753768844221,128.44221105527637,-200.38023925740248
0.9150753768844221,128.89447236180905,-200.38249629997966
0.9150753768844221,129.3467336683417,-200.38470013506662
0.9150753768844221,129.79899497487438,-200.38685687007978
0.9150753768844221,130.25125628140705,-200.38897241816989
0.9150753768844221,130.7035175879397,-200.39104920503138
0.9150753768844221,131.15577889447235,-200.39308663980174
0.9150753768844221,131.60804020100502,-200.3950840321547
0.9150753768844221,132.0603015075377,-200.39704069176392
0.9150753768844221,132.51256281407035,-200.398955928303
0.9150753768844221,132.96482412060303,-200.40082905144556
0.9150753768844221,133.41708542713567,-200.40265937086548
0.9150753768844221,133.86934673366835,-200.40444619623608
0.9150753768844221,134.321608040201,-200.40618883723113
0.9150753768844221,134.77386934673368,-200.40788660352445
0.9150753768844221,135.22613065326632,-200.4095388047895
0.9150753768844221,135.678391959799,-200.41114475069992
0.9150753768844221,136.13065326633165,-200.41270375092952
0.9150753768844221,136.58291457286433,-200.41421511515182
0.9150753768844221,137.035175879397,-200.41567815304046
0.9150753768844221,137.48743718592965,-200.41709217426924
0.9150753768844221,137.9396984924623,-200.41845648851162
0.9150753768844221,138.39195979899498,-200.41977040544137
0.9150753768844221,138.84422110552765,-200.4210332347321
0.9150753768844221,139.2964824120603,-200.42224428605735
0.9150753768844221,139.74874371859298,-200.42340286909098
0.9150753768844221,140.20100502512562,-200.42450831534762
0.9150753768844221,140.6532663316583,-200.42556061873722
0.9150753768844221,141.10552763819095,-200.42656053896926
0.9150753768844221,141.55778894472363,-200.42750887841092
0.9150753768844221,142.01005025125627,-200.4284064394296
0.9150753768844221,142.46231155778895,-200.42925402439263
0.9150753768844221,142.9145728643216,-200.43005243566742
0.9150753768844221,143.36683417085428,-200.43080247562116
0.9150753768844221,143.81909547738695,-200.43150494662126
0.9150753768844221,144.2713567839196,-200.43216065103513
0.9150753768844221,144.72361809045225,-200.43277039122992
0.9150753768844221,145.17587939698493,-200.43333496957317
0.9150753768844221,145.6281407035176,-200.43385518843218
0.9150753768844221,146.08040201005025,-200.43433185017415
0.9150753768844221,146.53266331658293,-200.43476575716656
0.9150753768844221,146.98492462311557,-200.43515771177672
0.9150753768844221,147.43718592964825,-200.43550851637195
0.9150753768844221,147.8894472361809,-200.4358189733195
0.9150753768844221,148.34170854271358,-200.43608988498679
0.9150753768844221,148.79396984924622,-200.43632205374118
0.9150753768844221,149.2462311557789,-200.43651628195005
0.9150753768844221,149.69849246231155,-200.43667337198067
0.9150753768844221,150.15075376884423,-200.43679413056182
0.9150753768844221,150.6030150753769,-200.43687962610477
0.9150753768844221,151.05527638190955,-200.43693133262929
0.9150753768844221,151.5075376884422,-200.43695075904625
0.9150753768844221,151.95979899497488,-200.43693941426608
0.9150753768844221,152.41206030150755,-200.43689880719973
0.9150753768844221,152.8643216080402,-200.4368304467577
0.9150753768844221,153.31658291457288,-200.43673584185078
0.9150753768844221,153.76884422110552,-200.43661650138972
0.9150753768844221,154.2211055276382,-200.43647393428515
0.9150753768844221,154.67336683417085,-200.43630964944788
0.9150753768844221,155.12562814070353,-200.4361251557885
0.9150753768844221,155.5778894472362,-200.43592196221772
0.9150753768844221,156.03015075376885,-200.43570157764634
0.9150753768844221,156.4824120603015,-200.43546551098498
0.9150753768844221,156.93467336683418,-200.43521527114447
0.9150753768844221,157.38693467336685,-200.4349523670353
0.9150753768844221,157.8391959798995,-200.43467830756828
0.9150753768844221,158.29145728643215,-200.4343946016542
0.9150753768844221,158.74371859296483,-200.4341027582036
0.9150753768844221,159.1959798994975,-200.43380428612744
0.9150753768844221,159.64824120603015,-200.43350069433603
0.9150753768844221,160.1005025125628,-200.43319349013444
0.9150753768844221,160.55276381909547,-200.43288392005383
0.9150753768844221,161.00502512562815,-200.43257268378392
0.9150753768844221,161.4572864321608,-200.43226041215766
0.9150753768844221,161.90954773869348,-200.43194773600794
0.9150753768844221,162.36180904522615,-200.43163528616753
0.9150753768844221,162.8140703517588,-200.4313236934693
0.9150753768844221,163.26633165829145,-200.43101358874603
0.9150753768844221,163.71859296482413,-200.43070560283064
0.9150753768844221,164.1708542713568,-200.43040036655594
0.9150753768844221,164.62311557788945,-200.43009851075473
0.9150753768844221,165.0753768844221,-200.4298006662598
0.9150753768844221,165.52763819095478,-200.4295074639042
0.9150753768844221,165.97989949748745,-200.42921953452048
0.9150753768844221,166.4321608040201,-200.42893750894163
0.9150753768844221,166.88442211055275,-200.42866201800058
0.9150753768844221,167.33668341708542,-200.42839369253002
0.9150753768844221,167.7889447236181,-200.42813316336284
0.9150753768844221,168.24120603015075,-200.42788106133187
0.9150753768844221,168.69346733668343,-200.42763801727003
0.9150753768844221,169.1457286432161,-200.4274046620099
0.9150753768844221,169.59798994974875,-200.42718162638462
0.9150753768844221,170.0502512562814,-200.42696954122695
0.9150753768844221,170.50251256281408,-200.42676903736967
0.9150753768844221,170.95477386934675,-200.42658074564554
0.9150753768844221,171.4070351758794,-200.42640529688757
0.9150753768844221,171.85929648241205,-200.42624332192847
0.9150753768844221,172.31155778894473,-200.42609545160116
0.9150753768844221,172.7638190954774,-200.42596231673832
