bond,angle,polynomial
0.907537688442211,128.44221105527637,-15.330928696930084
0.907537688442211,128.89447236180905,-15.331427336791485
0.907537688442211,129.3467336683417,-15.331920802117837
0.907537688442211,129.79899497487438,-15.33240913077801
0.907537688442211,130.25125628140705,-15.332892360097956
0.907537688442211,130.7035175879397,-15.333370526860662
0.907537688442211,131.15577889447235,-15.333843667306201
0.907537688442211,131.60804020100502,-15.334311817131677
0.907537688442211,132.0603015075377,-15.334775011491274
0.907537688442211,132.51256281407035,-15.335233284996226
0.907537688442211,132.96482412060303,-15.335686671714827
0.907537688442211,133.41708542713567,-15.336135205172434
0.907537688442211,133.86934673366835,-15.336578918351456
0.907537688442211,134.321608040201,-15.33701784369137
0.907537688442211,134.77386934673368,-15.337452013088702
0.907537688442211,135.22613065326632,-15.337881457897046
0.907537688442211,135.678391959799,-15.338306208927051
0.907537688442211,136.13065326633165,-15.338726296446424
0.907537688442211,136.58291457286433,-15.33914175017994
0.907537688442211,137.035175879397,-15.339552599309416
0.907537688442211,137.48743718592965,-15.339958872473746
0.907537688442211,137.9396984924623,-15.340360597768868
0.907537688442211,138.39195979899498,-15.340757802747792
0.907537688442211,138.84422110552765,-15.34115051442058
0.907537688442211,139.2964824120603,-15.341538759254352
0.907537688442211,139.74874371859298,-15.34192256317329
0.907537688442211,140.20100502512562,-15.342301951558643
0.907537688442211,140.6532663316583,-15.3426769492487
0.907537688442211,141.10552763819095,-15.343047580538826
0.907537688442211,141.55778894472363,-15.343413869181436
0.907537688442211,142.01005025125627,-15.343775838386012
0.907537688442211,142.46231155778895,-15.344133510819086
0.907537688442211,142.9145728643216,-15.344486908604253
0.907537688442211,143.36683417085428,-15.344836053322172
0.907537688442211,143.81909547738695,-15.34518096601055
0.907537688442211,144.2713567839196,-15.345521667164164
0.907537688442211,144.72361809045225,-15.345858176734852
0.907537688442211,145.17587939698493,-15.346190514131495
0.907537688442211,145.6281407035176,-15.346518698220045
0.907537688442211,146.08040201005025,-15.346842747323521
0.907537688442211,146.53266331658293,-15.347162679221977
0.907537688442211,146.98492462311557,-15.347478511152554
0.907537688442211,147.43718592964825,-15.347790259809425
0.907537688442211,147.8894472361809,-15.348097941343848
0.907537688442211,148.34170854271358,-15.348401571364121
0.907537688442211,148.79396984924622,-15.348701164935612
0.907537688442211,149.2462311557789,-15.348996736580737
0.907537688442211,149.69849246231155,-15.349288300278987
0.907537688442211,150.15075376884423,-15.3495758694669
0.907537688442211,150.6030150753769,-15.349859457038077
0.907537688442211,151.05527638190955,-15.350139075343176
0.907537688442211,151.5075376884422,-15.350414736189919
0.907537688442211,151.95979899497488,-15.350686450843076
0.907537688442211,152.41206030150755,-15.350954230024493
0.907537688442211,152.8643216080402,-15.351218083913063
0.907537688442211,153.31658291457288,-15.351478022144741
0.907537688442211,153.76884422110552,-15.351734053812537
0.907537688442211,154.2211055276382,-15.351986187466531
