angle,polynomial,linear
166.46616541353382,-181.26560544716955,-181.2703611337757
166.69172932330827,-181.2647235445181,-181.2703747231753
166.91729323308272,-181.26385217637346,-181.27038831257494
167.14285714285714,-181.2630179257714,-181.27040190197454
167.36842105263156,-181.26225043339224,-181.27041549137414
167.593984962406,-181.26158222130846,-181.27042908077377
167.81954887218046,-181.26104842566005,-181.27044267017337
168.04511278195488,-181.26068642770514,-181.27045625957297
168.2706766917293,-181.26053537269732,-181.2704698489726
168.49624060150376,-181.26063556623293,-181.2704834383722
168.7218045112782,-181.26102773812903,-181.2704970277718
168.94736842105263,-181.2617521645697,-181.27051061717142
169.17293233082705,-181.2628476402421,-181.27052420657103
169.3984962406015,-181.26435029351535,-181.27053779597063
169.62406015037595,-181.26629223945275,-181.27055138537023
169.84962406015038,-181.26870006764423,-181.27056497476985
170.0751879699248,-181.27159316456232,-181.27061288380725
170.30075187969925,-181.2749818734537,-181.27072943212025
170.5263157894737,-181.27886549875285,-181.27084598043325
170.75187969924812,-181.28323016672027,-181.27096252874625
170.97744360902254,-181.28804655956475,-181.27107907705926
171.203007518797,-181.29326754678996,-181.27119562537226
171.42857142857144,-181.29882574503233,-181.27131217368526
171.65413533834587,-181.30463104631883,-181.27142872199826
171.8796992481203,-181.31056816461876,-181.27154527031126
172.10526315789474,-181.31649426191152,-181.27166181862424
172.33082706766916,-181.32223672787734,-181.27177836693724
172.55639097744358,-181.32759120192702,-181.27189491525024
172.78195488721803,-181.33231994273572,-181.27201146356325
173.00751879699249,-181.33615066897568,-181.27212801187625
173.2330827067669,-181.3387760156862,-181.27224456018925
173.45864661654133,-181.3398537739291,-181.27236110850225
173.68421052631578,-181.33900810724813,-181.27247765681525
173.90977443609023,-181.33583196724203,-181.27259420512826
174.13533834586465,-181.3298909624975,-181.27271075344126
174.36090225563908,-181.3207289705288,-181.27282730175423
174.58646616541353,-181.30787582147065,-181.27294385006724
174.81203007518798,-181.2908574254472,-181.27306039838024
175.0375939849624,-181.26920876305212,-181.27319578863202
175.26315789473682,-181.24249021065864,-181.27342538857775
175.48872180451127,-181.21030772963866,-181.27365498852345
175.71428571428572,-181.17233751146208,-181.27388458846914
175.93984962406014,-181.12835573947504,-181.27411418841484
176.16541353383457,-181.0782742033874,-181.27434378836057
176.39097744360902,-181.0221825846161,-181.27457338830627
176.61654135338347,-180.96039832014975,-181.27480298825196
176.8421052631579,-180.89352505006022,-181.2750325881977
177.0676691729323,-180.82252075980344,-181.2752621881434
177.29323308270676,-180.74877684357543,-181.27549178808908
177.5187969924812,-180.6742094399793,-181.2757213880348
177.74436090225564,-180.60136452665424,-181.2759509879805
177.96992481203006,-180.53353840723244,-181.2761805879262
178.1954887218045,-180.47491538264475,-181.27641018787193
178.42105263157896,-180.43072457029237,-181.27663978781763
